Tipologia_API;Zona;Data;Valore
uniqueUserZone;OWM Zona2;2020-01-10 00:00:00+01:00;673
uniqueUserZone;OWM Zona1;2020-01-10 00:00:00+01:00;1826
uniqueUserZone;OWM Zona9;2020-01-09 00:00:00+01:00;631
uniqueUserZone;OWM Zona8;2020-01-09 00:00:00+01:00;711
uniqueUserZone;OWM Zona7;2020-01-09 00:00:00+01:00;541
uniqueUserZone;OWM Zona6;2020-01-09 00:00:00+01:00;839
uniqueUserZone;OWM Zona5;2020-01-09 00:00:00+01:00;390
uniqueUserZone;OWM Zona4;2020-01-09 00:00:00+01:00;480
uniqueUserZone;OWM Zona3;2020-01-09 00:00:00+01:00;1140
uniqueUserZone;OWM Zona2;2020-01-09 00:00:00+01:00;673
uniqueUserZone;OWM Zona1;2020-01-09 00:00:00+01:00;1732
uniqueUserZone;OWM Zona9;2020-01-08 00:00:00+01:00;438
uniqueUserZone;OWM Zona8;2020-01-08 00:00:00+01:00;494
uniqueUserZone;OWM Zona7;2020-01-08 00:00:00+01:00;362
uniqueUserZone;OWM Zona6;2020-01-08 00:00:00+01:00;630
uniqueUserZone;OWM Zona5;2020-01-08 00:00:00+01:00;266
uniqueUserZone;OWM Zona4;2020-01-08 00:00:00+01:00;359
uniqueUserZone;OWM Zona3;2020-01-08 00:00:00+01:00;861
uniqueUserZone;OWM Zona2;2020-01-08 00:00:00+01:00;514
uniqueUserZone;OWM Zona1;2020-01-08 00:00:00+01:00;1184
uniqueUserZone;OWM Zona9;2020-01-07 00:00:00+01:00;255
uniqueUserZone;OWM Zona8;2020-01-07 00:00:00+01:00;231
uniqueUserZone;OWM Zona7;2020-01-07 00:00:00+01:00;191
uniqueUserZone;OWM Zona6;2020-01-07 00:00:00+01:00;271
uniqueUserZone;OWM Zona5;2020-01-07 00:00:00+01:00;144
uniqueUserZone;OWM Zona4;2020-01-07 00:00:00+01:00;179
uniqueUserZone;OWM Zona3;2020-01-07 00:00:00+01:00;363
uniqueUserZone;OWM Zona2;2020-01-07 00:00:00+01:00;234
uniqueUserZone;OWM Zona1;2020-01-07 00:00:00+01:00;370
uniqueUserZone;OWM Zona9;2020-01-06 00:00:00+01:00;444
uniqueUserZone;OWM Zona8;2020-01-06 00:00:00+01:00;491
uniqueUserZone;OWM Zona7;2020-01-06 00:00:00+01:00;396
uniqueUserZone;OWM Zona6;2020-01-06 00:00:00+01:00;607
uniqueUserZone;OWM Zona5;2020-01-06 00:00:00+01:00;263
uniqueUserZone;OWM Zona4;2020-01-06 00:00:00+01:00;344
uniqueUserZone;OWM Zona3;2020-01-06 00:00:00+01:00;780
uniqueUserZone;OWM Zona2;2020-01-06 00:00:00+01:00;523
uniqueUserZone;OWM Zona1;2020-01-06 00:00:00+01:00;1291
uniqueUserZone;OWM Zona9;2020-01-05 00:00:00+01:00;474
uniqueUserZone;OWM Zona8;2020-01-05 00:00:00+01:00;543
uniqueUserZone;OWM Zona7;2020-01-05 00:00:00+01:00;373
uniqueUserZone;OWM Zona6;2020-01-05 00:00:00+01:00;722
uniqueUserZone;OWM Zona5;2020-01-05 00:00:00+01:00;304
uniqueUserZone;OWM Zona4;2020-01-05 00:00:00+01:00;377
uniqueUserZone;OWM Zona3;2020-01-05 00:00:00+01:00;860
uniqueUserZone;OWM Zona2;2020-01-05 00:00:00+01:00;550
uniqueUserZone;OWM Zona1;2020-01-05 00:00:00+01:00;1763
uniqueUserZone;OWM Zona9;2020-01-04 00:00:00+01:00;482
uniqueUserZone;OWM Zona8;2020-01-04 00:00:00+01:00;522
uniqueUserZone;OWM Zona7;2020-01-04 00:00:00+01:00;396
uniqueUserZone;OWM Zona6;2020-01-04 00:00:00+01:00;758
uniqueUserZone;OWM Zona5;2020-01-04 00:00:00+01:00;307
uniqueUserZone;OWM Zona4;2020-01-04 00:00:00+01:00;379
uniqueUserZone;OWM Zona3;2020-01-04 00:00:00+01:00;932
uniqueUserZone;OWM Zona2;2020-01-04 00:00:00+01:00;580
uniqueUserZone;OWM Zona1;2020-01-04 00:00:00+01:00;1845
uniqueUserZone;OWM Zona9;2020-01-03 00:00:00+01:00;513
uniqueUserZone;OWM Zona8;2020-01-03 00:00:00+01:00;633
uniqueUserZone;OWM Zona7;2020-01-03 00:00:00+01:00;422
uniqueUserZone;OWM Zona6;2020-01-03 00:00:00+01:00;755
uniqueUserZone;OWM Zona5;2020-01-03 00:00:00+01:00;322
uniqueUserZone;OWM Zona4;2020-01-03 00:00:00+01:00;381
uniqueUserZone;OWM Zona3;2020-01-03 00:00:00+01:00;947
uniqueUserZone;OWM Zona2;2020-01-03 00:00:00+01:00;591
uniqueUserZone;OWM Zona1;2020-01-03 00:00:00+01:00;1815
uniqueUserZone;OWM Zona9;2020-01-02 00:00:00+01:00;477
uniqueUserZone;OWM Zona8;2020-01-02 00:00:00+01:00;642
uniqueUserZone;OWM Zona7;2020-01-02 00:00:00+01:00;405
uniqueUserZone;OWM Zona6;2020-01-02 00:00:00+01:00;747
uniqueUserZone;OWM Zona5;2020-01-02 00:00:00+01:00;311
uniqueUserZone;OWM Zona4;2020-01-02 00:00:00+01:00;357
uniqueUserZone;OWM Zona3;2020-01-02 00:00:00+01:00;890
uniqueUserZone;OWM Zona2;2020-01-02 00:00:00+01:00;612
uniqueUserZone;OWM Zona1;2020-01-02 00:00:00+01:00;2029
uniqueUserZone;OWM Zona9;2020-01-01 00:00:00+01:00;444
uniqueUserZone;OWM Zona8;2020-01-01 00:00:00+01:00;492
uniqueUserZone;OWM Zona7;2020-01-01 00:00:00+01:00;304
uniqueUserZone;OWM Zona6;2020-01-01 00:00:00+01:00;848
uniqueUserZone;OWM Zona5;2020-01-01 00:00:00+01:00;216
uniqueUserZone;OWM Zona4;2020-01-01 00:00:00+01:00;300
uniqueUserZone;OWM Zona3;2020-01-01 00:00:00+01:00;799
uniqueUserZone;OWM Zona2;2020-01-01 00:00:00+01:00;593
uniqueUserZone;OWM Zona1;2020-01-01 00:00:00+01:00;2353
uniqueUserZone;OWM Zona9;2019-12-31 00:00:00+01:00;482
uniqueUserZone;OWM Zona8;2019-12-31 00:00:00+01:00;636
uniqueUserZone;OWM Zona7;2019-12-31 00:00:00+01:00;366
uniqueUserZone;OWM Zona6;2019-12-31 00:00:00+01:00;841
uniqueUserZone;OWM Zona5;2019-12-31 00:00:00+01:00;319
uniqueUserZone;OWM Zona4;2019-12-31 00:00:00+01:00;360
uniqueUserZone;OWM Zona3;2019-12-31 00:00:00+01:00;948
uniqueUserZone;OWM Zona2;2019-12-31 00:00:00+01:00;592
uniqueUserZone;OWM Zona1;2019-12-31 00:00:00+01:00;2753
uniqueUserZone;OWM Zona9;2019-12-30 00:00:00+01:00;274
uniqueUserZone;OWM Zona8;2019-12-30 00:00:00+01:00;322
uniqueUserZone;OWM Zona7;2019-12-30 00:00:00+01:00;247
uniqueUserZone;OWM Zona6;2019-12-30 00:00:00+01:00;470
uniqueUserZone;OWM Zona5;2019-12-30 00:00:00+01:00;189
uniqueUserZone;OWM Zona4;2019-12-30 00:00:00+01:00;217
uniqueUserZone;OWM Zona3;2019-12-30 00:00:00+01:00;509
uniqueUserZone;OWM Zona2;2019-12-30 00:00:00+01:00;281
uniqueUserZone;OWM Zona1;2019-12-30 00:00:00+01:00;1100
uniqueUserZone;OWM Zona9;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona8;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona7;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona6;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona5;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona4;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona3;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona2;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona1;2019-12-29 00:00:00+01:00;0
uniqueUserZone;OWM Zona9;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona8;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona7;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona6;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona5;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona4;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona3;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona2;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona1;2019-12-28 00:00:00+01:00;0
uniqueUserZone;OWM Zona9;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona8;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona7;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona6;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona5;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona4;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona3;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona2;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona1;2019-12-27 00:00:00+01:00;0
uniqueUserZone;OWM Zona9;2019-12-26 00:00:00+01:00;151
uniqueUserZone;OWM Zona8;2019-12-26 00:00:00+01:00;203
uniqueUserZone;OWM Zona7;2019-12-26 00:00:00+01:00;125
uniqueUserZone;OWM Zona6;2019-12-26 00:00:00+01:00;197
uniqueUserZone;OWM Zona5;2019-12-26 00:00:00+01:00;97
uniqueUserZone;OWM Zona4;2019-12-26 00:00:00+01:00;136
uniqueUserZone;OWM Zona3;2019-12-26 00:00:00+01:00;230
uniqueUserZone;OWM Zona2;2019-12-26 00:00:00+01:00;164
uniqueUserZone;OWM Zona1;2019-12-26 00:00:00+01:00;397
uniqueUserZone;OWM Zona9;2019-12-25 00:00:00+01:00;419
uniqueUserZone;OWM Zona8;2019-12-25 00:00:00+01:00;441
uniqueUserZone;OWM Zona7;2019-12-25 00:00:00+01:00;360
uniqueUserZone;OWM Zona6;2019-12-25 00:00:00+01:00;598
uniqueUserZone;OWM Zona5;2019-12-25 00:00:00+01:00;267
uniqueUserZone;OWM Zona4;2019-12-25 00:00:00+01:00;326
uniqueUserZone;OWM Zona3;2019-12-25 00:00:00+01:00;616
uniqueUserZone;OWM Zona2;2019-12-25 00:00:00+01:00;439
uniqueUserZone;OWM Zona1;2019-12-25 00:00:00+01:00;1398
uniqueUserZone;OWM Zona9;2019-12-24 00:00:00+01:00;523
uniqueUserZone;OWM Zona8;2019-12-24 00:00:00+01:00;661
uniqueUserZone;OWM Zona7;2019-12-24 00:00:00+01:00;457
uniqueUserZone;OWM Zona6;2019-12-24 00:00:00+01:00;714
uniqueUserZone;OWM Zona5;2019-12-24 00:00:00+01:00;329
uniqueUserZone;OWM Zona4;2019-12-24 00:00:00+01:00;375
uniqueUserZone;OWM Zona3;2019-12-24 00:00:00+01:00;953
uniqueUserZone;OWM Zona2;2019-12-24 00:00:00+01:00;571
uniqueUserZone;OWM Zona1;2019-12-24 00:00:00+01:00;1808
uniqueUserZone;OWM Zona9;2019-12-23 00:00:00+01:00;549
uniqueUserZone;OWM Zona8;2019-12-23 00:00:00+01:00;748
uniqueUserZone;OWM Zona7;2019-12-23 00:00:00+01:00;498
uniqueUserZone;OWM Zona6;2019-12-23 00:00:00+01:00;855
uniqueUserZone;OWM Zona5;2019-12-23 00:00:00+01:00;367
uniqueUserZone;OWM Zona4;2019-12-23 00:00:00+01:00;415
uniqueUserZone;OWM Zona3;2019-12-23 00:00:00+01:00;1044
uniqueUserZone;OWM Zona2;2019-12-23 00:00:00+01:00;676
uniqueUserZone;OWM Zona1;2019-12-23 00:00:00+01:00;2197
uniqueUserZone;OWM Zona9;2019-12-22 00:00:00+01:00;494
uniqueUserZone;OWM Zona8;2019-12-22 00:00:00+01:00;585
uniqueUserZone;OWM Zona7;2019-12-22 00:00:00+01:00;419
uniqueUserZone;OWM Zona6;2019-12-22 00:00:00+01:00;768
uniqueUserZone;OWM Zona5;2019-12-22 00:00:00+01:00;303
uniqueUserZone;OWM Zona4;2019-12-22 00:00:00+01:00;410
uniqueUserZone;OWM Zona3;2019-12-22 00:00:00+01:00;884
uniqueUserZone;OWM Zona2;2019-12-22 00:00:00+01:00;567
uniqueUserZone;OWM Zona1;2019-12-22 00:00:00+01:00;2012
uniqueUserZone;OWM Zona9;2019-12-21 00:00:00+01:00;511
uniqueUserZone;OWM Zona8;2019-12-21 00:00:00+01:00;648
uniqueUserZone;OWM Zona7;2019-12-21 00:00:00+01:00;435
uniqueUserZone;OWM Zona6;2019-12-21 00:00:00+01:00;829
uniqueUserZone;OWM Zona5;2019-12-21 00:00:00+01:00;355
uniqueUserZone;OWM Zona4;2019-12-21 00:00:00+01:00;434
uniqueUserZone;OWM Zona3;2019-12-21 00:00:00+01:00;961
uniqueUserZone;OWM Zona2;2019-12-21 00:00:00+01:00;599
uniqueUserZone;OWM Zona1;2019-12-21 00:00:00+01:00;1915
uniqueUserZone;OWM Zona9;2019-12-20 00:00:00+01:00;631
uniqueUserZone;OWM Zona8;2019-12-20 00:00:00+01:00;783
uniqueUserZone;OWM Zona7;2019-12-20 00:00:00+01:00;487
uniqueUserZone;OWM Zona6;2019-12-20 00:00:00+01:00;799
uniqueUserZone;OWM Zona5;2019-12-20 00:00:00+01:00;400
uniqueUserZone;OWM Zona4;2019-12-20 00:00:00+01:00;467
uniqueUserZone;OWM Zona3;2019-12-20 00:00:00+01:00;1300
uniqueUserZone;OWM Zona2;2019-12-20 00:00:00+01:00;652
uniqueUserZone;OWM Zona1;2019-12-20 00:00:00+01:00;1622
uniqueUserZone;OWM Zona9;2019-12-19 00:00:00+01:00;655
uniqueUserZone;OWM Zona8;2019-12-19 00:00:00+01:00;774
uniqueUserZone;OWM Zona7;2019-12-19 00:00:00+01:00;565
uniqueUserZone;OWM Zona6;2019-12-19 00:00:00+01:00;875
uniqueUserZone;OWM Zona5;2019-12-19 00:00:00+01:00;428
uniqueUserZone;OWM Zona4;2019-12-19 00:00:00+01:00;488
uniqueUserZone;OWM Zona3;2019-12-19 00:00:00+01:00;1467
uniqueUserZone;OWM Zona2;2019-12-19 00:00:00+01:00;733
uniqueUserZone;OWM Zona1;2019-12-19 00:00:00+01:00;1750
uniqueUserZone;OWM Zona9;2019-12-18 00:00:00+01:00;646
uniqueUserZone;OWM Zona8;2019-12-18 00:00:00+01:00;745
uniqueUserZone;OWM Zona7;2019-12-18 00:00:00+01:00;474
uniqueUserZone;OWM Zona6;2019-12-18 00:00:00+01:00;856
uniqueUserZone;OWM Zona5;2019-12-18 00:00:00+01:00;439
uniqueUserZone;OWM Zona4;2019-12-18 00:00:00+01:00;486
uniqueUserZone;OWM Zona3;2019-12-18 00:00:00+01:00;1446
uniqueUserZone;OWM Zona2;2019-12-18 00:00:00+01:00;708
uniqueUserZone;OWM Zona1;2019-12-18 00:00:00+01:00;1735
uniqueUserZone;OWM Zona9;2019-12-17 00:00:00+01:00;605
uniqueUserZone;OWM Zona8;2019-12-17 00:00:00+01:00;698
uniqueUserZone;OWM Zona7;2019-12-17 00:00:00+01:00;465
uniqueUserZone;OWM Zona6;2019-12-17 00:00:00+01:00;812
uniqueUserZone;OWM Zona5;2019-12-17 00:00:00+01:00;413
uniqueUserZone;OWM Zona4;2019-12-17 00:00:00+01:00;475
uniqueUserZone;OWM Zona3;2019-12-17 00:00:00+01:00;1421
uniqueUserZone;OWM Zona2;2019-12-17 00:00:00+01:00;695
uniqueUserZone;OWM Zona1;2019-12-17 00:00:00+01:00;1496
uniqueUserZone;OWM Zona9;2019-12-16 00:00:00+01:00;598
uniqueUserZone;OWM Zona8;2019-12-16 00:00:00+01:00;702
uniqueUserZone;OWM Zona7;2019-12-16 00:00:00+01:00;505
uniqueUserZone;OWM Zona6;2019-12-16 00:00:00+01:00;839
uniqueUserZone;OWM Zona5;2019-12-16 00:00:00+01:00;432
uniqueUserZone;OWM Zona4;2019-12-16 00:00:00+01:00;445
uniqueUserZone;OWM Zona3;2019-12-16 00:00:00+01:00;1400
uniqueUserZone;OWM Zona2;2019-12-16 00:00:00+01:00;754
uniqueUserZone;OWM Zona1;2019-12-16 00:00:00+01:00;1634
uniqueUserZone;OWM Zona9;2019-12-15 00:00:00+01:00;474
uniqueUserZone;OWM Zona8;2019-12-15 00:00:00+01:00;520
uniqueUserZone;OWM Zona7;2019-12-15 00:00:00+01:00;359
uniqueUserZone;OWM Zona6;2019-12-15 00:00:00+01:00;773
uniqueUserZone;OWM Zona5;2019-12-15 00:00:00+01:00;311
uniqueUserZone;OWM Zona4;2019-12-15 00:00:00+01:00;395
uniqueUserZone;OWM Zona3;2019-12-15 00:00:00+01:00;1060
uniqueUserZone;OWM Zona2;2019-12-15 00:00:00+01:00;590
uniqueUserZone;OWM Zona1;2019-12-15 00:00:00+01:00;1525
uniqueUserZone;OWM Zona9;2019-12-14 00:00:00+01:00;546
uniqueUserZone;OWM Zona8;2019-12-14 00:00:00+01:00;690
uniqueUserZone;OWM Zona7;2019-12-14 00:00:00+01:00;428
uniqueUserZone;OWM Zona6;2019-12-14 00:00:00+01:00;992
uniqueUserZone;OWM Zona5;2019-12-14 00:00:00+01:00;411
uniqueUserZone;OWM Zona4;2019-12-14 00:00:00+01:00;443
uniqueUserZone;OWM Zona3;2019-12-14 00:00:00+01:00;1391
uniqueUserZone;OWM Zona2;2019-12-14 00:00:00+01:00;714
uniqueUserZone;OWM Zona1;2019-12-14 00:00:00+01:00;2043
uniqueUserZone;OWM Zona9;2019-12-13 00:00:00+01:00;640
uniqueUserZone;OWM Zona8;2019-12-13 00:00:00+01:00;743
uniqueUserZone;OWM Zona7;2019-12-13 00:00:00+01:00;478
uniqueUserZone;OWM Zona6;2019-12-13 00:00:00+01:00;907
uniqueUserZone;OWM Zona5;2019-12-13 00:00:00+01:00;442
uniqueUserZone;OWM Zona4;2019-12-13 00:00:00+01:00;479
uniqueUserZone;OWM Zona3;2019-12-13 00:00:00+01:00;1461
uniqueUserZone;OWM Zona2;2019-12-13 00:00:00+01:00;714
uniqueUserZone;OWM Zona1;2019-12-13 00:00:00+01:00;1750
uniqueUserZone;OWM Zona9;2019-12-12 00:00:00+01:00;631
uniqueUserZone;OWM Zona8;2019-12-12 00:00:00+01:00;720
uniqueUserZone;OWM Zona7;2019-12-12 00:00:00+01:00;479
uniqueUserZone;OWM Zona6;2019-12-12 00:00:00+01:00;892
uniqueUserZone;OWM Zona5;2019-12-12 00:00:00+01:00;457
uniqueUserZone;OWM Zona4;2019-12-12 00:00:00+01:00;457
uniqueUserZone;OWM Zona3;2019-12-12 00:00:00+01:00;1501
uniqueUserZone;OWM Zona2;2019-12-12 00:00:00+01:00;738
uniqueUserZone;OWM Zona1;2019-12-12 00:00:00+01:00;1722
uniqueUserZone;OWM Zona9;2019-12-11 00:00:00+01:00;612
uniqueUserZone;OWM Zona8;2019-12-11 00:00:00+01:00;773
uniqueUserZone;OWM Zona7;2019-12-11 00:00:00+01:00;496
uniqueUserZone;OWM Zona6;2019-12-11 00:00:00+01:00;978
uniqueUserZone;OWM Zona5;2019-12-11 00:00:00+01:00;454
uniqueUserZone;OWM Zona4;2019-12-11 00:00:00+01:00;462
uniqueUserZone;OWM Zona3;2019-12-11 00:00:00+01:00;1558
uniqueUserZone;OWM Zona2;2019-12-11 00:00:00+01:00;802
uniqueUserZone;OWM Zona1;2019-12-11 00:00:00+01:00;1898
uniqueUserZone;OWM Zona9;2019-12-10 00:00:00+01:00;608
uniqueUserZone;OWM Zona8;2019-12-10 00:00:00+01:00;785
uniqueUserZone;OWM Zona7;2019-12-10 00:00:00+01:00;558
uniqueUserZone;OWM Zona6;2019-12-10 00:00:00+01:00;895
uniqueUserZone;OWM Zona5;2019-12-10 00:00:00+01:00;441
uniqueUserZone;OWM Zona4;2019-12-10 00:00:00+01:00;457
uniqueUserZone;OWM Zona3;2019-12-10 00:00:00+01:00;1508
uniqueUserZone;OWM Zona2;2019-12-10 00:00:00+01:00;773
uniqueUserZone;OWM Zona1;2019-12-10 00:00:00+01:00;2093
uniqueUserZone;OWM Zona9;2019-12-09 00:00:00+01:00;605
uniqueUserZone;OWM Zona8;2019-12-09 00:00:00+01:00;699
uniqueUserZone;OWM Zona7;2019-12-09 00:00:00+01:00;508
uniqueUserZone;OWM Zona6;2019-12-09 00:00:00+01:00;877
uniqueUserZone;OWM Zona5;2019-12-09 00:00:00+01:00;440
uniqueUserZone;OWM Zona4;2019-12-09 00:00:00+01:00;423
uniqueUserZone;OWM Zona3;2019-12-09 00:00:00+01:00;1485
uniqueUserZone;OWM Zona2;2019-12-09 00:00:00+01:00;698
uniqueUserZone;OWM Zona1;2019-12-09 00:00:00+01:00;1837
uniqueUserZone;OWM Zona9;2019-12-08 00:00:00+01:00;449
uniqueUserZone;OWM Zona8;2019-12-08 00:00:00+01:00;484
uniqueUserZone;OWM Zona7;2019-12-08 00:00:00+01:00;409
uniqueUserZone;OWM Zona6;2019-12-08 00:00:00+01:00;766
uniqueUserZone;OWM Zona5;2019-12-08 00:00:00+01:00;307
uniqueUserZone;OWM Zona4;2019-12-08 00:00:00+01:00;355
uniqueUserZone;OWM Zona3;2019-12-08 00:00:00+01:00;1040
uniqueUserZone;OWM Zona2;2019-12-08 00:00:00+01:00;596
uniqueUserZone;OWM Zona1;2019-12-08 00:00:00+01:00;1897
uniqueUserZone;OWM Zona9;2019-12-07 00:00:00+01:00;479
uniqueUserZone;OWM Zona8;2019-12-07 00:00:00+01:00;539
uniqueUserZone;OWM Zona7;2019-12-07 00:00:00+01:00;390
uniqueUserZone;OWM Zona6;2019-12-07 00:00:00+01:00;882
uniqueUserZone;OWM Zona5;2019-12-07 00:00:00+01:00;349
uniqueUserZone;OWM Zona4;2019-12-07 00:00:00+01:00;378
uniqueUserZone;OWM Zona3;2019-12-07 00:00:00+01:00;1167
uniqueUserZone;OWM Zona2;2019-12-07 00:00:00+01:00;609
uniqueUserZone;OWM Zona1;2019-12-07 00:00:00+01:00;2086
uniqueUserZone;OWM Zona9;2019-12-06 00:00:00+01:00;537
uniqueUserZone;OWM Zona8;2019-12-06 00:00:00+01:00;631
uniqueUserZone;OWM Zona7;2019-12-06 00:00:00+01:00;443
uniqueUserZone;OWM Zona6;2019-12-06 00:00:00+01:00;891
uniqueUserZone;OWM Zona5;2019-12-06 00:00:00+01:00;436
uniqueUserZone;OWM Zona4;2019-12-06 00:00:00+01:00;412
uniqueUserZone;OWM Zona3;2019-12-06 00:00:00+01:00;1448
uniqueUserZone;OWM Zona2;2019-12-06 00:00:00+01:00;689
uniqueUserZone;OWM Zona1;2019-12-06 00:00:00+01:00;2099
uniqueUserZone;OWM Zona9;2019-12-05 00:00:00+01:00;459
uniqueUserZone;OWM Zona8;2019-12-05 00:00:00+01:00;435
uniqueUserZone;OWM Zona7;2019-12-05 00:00:00+01:00;315
uniqueUserZone;OWM Zona6;2019-12-05 00:00:00+01:00;792
uniqueUserZone;OWM Zona5;2019-12-05 00:00:00+01:00;401
uniqueUserZone;OWM Zona4;2019-12-05 00:00:00+01:00;463
uniqueUserZone;OWM Zona3;2019-12-05 00:00:00+01:00;1383
uniqueUserZone;OWM Zona2;2019-12-05 00:00:00+01:00;582
uniqueUserZone;OWM Zona1;2019-12-05 00:00:00+01:00;1578
uniqueUserZone;OWM Zona9;2019-12-04 00:00:00+01:00;543
uniqueUserZone;OWM Zona8;2019-12-04 00:00:00+01:00;427
uniqueUserZone;OWM Zona7;2019-12-04 00:00:00+01:00;314
uniqueUserZone;OWM Zona6;2019-12-04 00:00:00+01:00;797
uniqueUserZone;OWM Zona5;2019-12-04 00:00:00+01:00;378
uniqueUserZone;OWM Zona4;2019-12-04 00:00:00+01:00;438
uniqueUserZone;OWM Zona3;2019-12-04 00:00:00+01:00;1241
uniqueUserZone;OWM Zona2;2019-12-04 00:00:00+01:00;509
uniqueUserZone;OWM Zona1;2019-12-04 00:00:00+01:00;1277
uniqueUserZone;OWM Zona9;2019-12-03 00:00:00+01:00;504
uniqueUserZone;OWM Zona8;2019-12-03 00:00:00+01:00;442
uniqueUserZone;OWM Zona7;2019-12-03 00:00:00+01:00;296
uniqueUserZone;OWM Zona6;2019-12-03 00:00:00+01:00;775
uniqueUserZone;OWM Zona5;2019-12-03 00:00:00+01:00;386
uniqueUserZone;OWM Zona4;2019-12-03 00:00:00+01:00;427
uniqueUserZone;OWM Zona3;2019-12-03 00:00:00+01:00;1298
uniqueUserZone;OWM Zona2;2019-12-03 00:00:00+01:00;499
uniqueUserZone;OWM Zona1;2019-12-03 00:00:00+01:00;1284
uniqueUserZone;OWM Zona9;2019-12-02 00:00:00+01:00;479
uniqueUserZone;OWM Zona8;2019-12-02 00:00:00+01:00;452
uniqueUserZone;OWM Zona7;2019-12-02 00:00:00+01:00;301
uniqueUserZone;OWM Zona6;2019-12-02 00:00:00+01:00;753
uniqueUserZone;OWM Zona5;2019-12-02 00:00:00+01:00;404
uniqueUserZone;OWM Zona4;2019-12-02 00:00:00+01:00;395
uniqueUserZone;OWM Zona3;2019-12-02 00:00:00+01:00;1263
uniqueUserZone;OWM Zona2;2019-12-02 00:00:00+01:00;528
uniqueUserZone;OWM Zona1;2019-12-02 00:00:00+01:00;1336
uniqueUserZone;OWM Zona9;2019-12-01 00:00:00+01:00;323
uniqueUserZone;OWM Zona8;2019-12-01 00:00:00+01:00;297
uniqueUserZone;OWM Zona7;2019-12-01 00:00:00+01:00;255
uniqueUserZone;OWM Zona6;2019-12-01 00:00:00+01:00;558
uniqueUserZone;OWM Zona5;2019-12-01 00:00:00+01:00;248
uniqueUserZone;OWM Zona4;2019-12-01 00:00:00+01:00;324
uniqueUserZone;OWM Zona3;2019-12-01 00:00:00+01:00;831
uniqueUserZone;OWM Zona2;2019-12-01 00:00:00+01:00;359
uniqueUserZone;OWM Zona1;2019-12-01 00:00:00+01:00;1026
uniqueUserZone;OWM Zona9;2019-11-30 00:00:00+01:00;395
uniqueUserZone;OWM Zona8;2019-11-30 00:00:00+01:00;421
uniqueUserZone;OWM Zona7;2019-11-30 00:00:00+01:00;326
uniqueUserZone;OWM Zona6;2019-11-30 00:00:00+01:00;805
uniqueUserZone;OWM Zona5;2019-11-30 00:00:00+01:00;343
uniqueUserZone;OWM Zona4;2019-11-30 00:00:00+01:00;405
uniqueUserZone;OWM Zona3;2019-11-30 00:00:00+01:00;1215
uniqueUserZone;OWM Zona2;2019-11-30 00:00:00+01:00;512
uniqueUserZone;OWM Zona1;2019-11-30 00:00:00+01:00;1538
uniqueUserZone;OWM Zona9;2019-11-29 00:00:00+01:00;326
uniqueUserZone;OWM Zona8;2019-11-29 00:00:00+01:00;324
uniqueUserZone;OWM Zona7;2019-11-29 00:00:00+01:00;216
uniqueUserZone;OWM Zona6;2019-11-29 00:00:00+01:00;750
uniqueUserZone;OWM Zona5;2019-11-29 00:00:00+01:00;386
uniqueUserZone;OWM Zona4;2019-11-29 00:00:00+01:00;447
uniqueUserZone;OWM Zona3;2019-11-29 00:00:00+01:00;1430
uniqueUserZone;OWM Zona2;2019-11-29 00:00:00+01:00;576
uniqueUserZone;OWM Zona1;2019-11-29 00:00:00+01:00;1881
uniqueUserZone;OWM Zona9;2019-11-28 00:00:00+01:00;547
uniqueUserZone;OWM Zona8;2019-11-28 00:00:00+01:00;477
uniqueUserZone;OWM Zona7;2019-11-28 00:00:00+01:00;300
uniqueUserZone;OWM Zona6;2019-11-28 00:00:00+01:00;847
uniqueUserZone;OWM Zona5;2019-11-28 00:00:00+01:00;416
uniqueUserZone;OWM Zona4;2019-11-28 00:00:00+01:00;477
